text,video,start,end,Chunk_hate,Hate_Label
 You can bet the viper's up to no good.,non_hate_video_139,332.24,333.02,0,0
 I'd better warn the kid.,non_hate_video_139,334.24,335.52,0,0
" Jigger's kid, here's Uncle Tom.",non_hate_video_139,337.04,337.14,0,0
 Here comes LeGree.,non_hate_video_139,337.88,339.74,0,0
 Up the daisy.,non_hate_video_139,340.76,347.94,0,0
 Where's Uncle Tom?,non_hate_video_139,349.84,350.64,0,0
 We don't know.,non_hate_video_139,352.3,352.68,0,0
 Go there.,non_hate_video_139,353.52,353.94,0,0
 No dare.,non_hate_video_139,355.26,355.88,0,0
 Huh?,non_hate_video_139,356.18,356.96,0,0
 All right.,non_hate_video_139,358.08,358.32,0,0
 I'll find him.,non_hate_video_139,360.0,360.4,0,0
 And when I do...,non_hate_video_139,362.18,367.14,0,0
 Getting warm.,non_hate_video_139,368.14,368.66,0,0
 Getting warmer.,non_hate_video_139,369.88,370.56,0,0
 Warmer.,non_hate_video_139,371.24,371.7,0,0
 Warmer.,non_hate_video_139,372.34,372.62,0,0
 Warmer.,non_hate_video_139,373.1,373.36,0,0
 Warmer.,non_hate_video_139,373.84,380.66,0,0
" Boy, you're burning up.",non_hate_video_139,382.92,386.14,0,0
" Tell me where Uncle Tom is,",non_hate_video_139,388.66,388.92,0,0
 or I'll whip you within an inch of your life.,non_hate_video_139,392.12,392.72,0,0
" There's your cue, Liza.",non_hate_video_139,393.92,395.26,0,0
 There they go!,non_hate_video_139,396.74,398.1,0,0
 You're off at Charleston.,non_hate_video_139,399.0,399.18,0,0
" Liza, out in front by three lanes.",non_hate_video_139,400.66,401.12,0,0
 Looks like the green is left at the post. The Gree is acting up badly.,non_hate_video_139,410.8,412.3,0,0
" At the quarter,",non_hate_video_139,416.08,417.04,0,0
 Liza by twelve lengths.,non_hate_video_139,417.28,418.46,0,0
 The Gree coming up fast on the outside.,non_hate_video_139,418.56,420.48,0,0
 Liza's increasing her lead.,non_hate_video_139,421.82,423.06,0,0
 She's a dark horse in this race.,non_hate_video_139,423.36,424.66,0,0
" The Gree's still running last. Uh-oh! No ice on the river! Relax, Liza. Now don't get excited. Don't",non_hate_video_139,426.74,435.6,0,0
" get excited. Excited? I'm excited! I'm not excited! Agree, gaining fast. Hey, Liza!",non_hate_video_139,435.6,443.24,0,0
 There's some ice.,non_hate_video_139,443.6,458.9,0,0
" Look, riser, riser, jam.",non_hate_video_139,461.46,462.34,0,0
 Found the degree coming up fast on the outside.,non_hate_video_139,464.86,465.22,0,0
 Rides are driving hard.,non_hate_video_139,466.5,467.84,0,0
 They're in the stretch.,non_hate_video_139,468.88,472.4,0,0
 Rides are through the rider.,non_hate_video_139,473.7,474.46,0,0
 And the winner...,non_hate_video_139,476.0,477.36,0,0
 is Uncle Tom.,non_hate_video_139,479.12,479.5,0,0
" Looks like the old boy has collected on his Social Security. Why, Uncle Tom, where did you get all that money?",non_hate_video_139,490.08,494.7,0,0
" Come on, there, Seb.",non_hate_video_139,501.04,502.44,0,0
 There you have the story of Uncle Tom's Bungalow.,non_hate_video_139,505.96,509.48,0,0
 Or have you?,non_hate_video_139,510.14,510.94,0,0
 The Hillary's campaign's going down,non_hate_video_140,24.58,27.22,0,0
 Hurt it from the FBI,non_hate_video_140,27.22,30.04,0,0
 Foundations are better than rupture,non_hate_video_140,30.04,33.62,0,0
 And evidence is piling high,non_hate_video_140,33.62,38.06,0,0
 Rumors at Hillary's bedside,non_hate_video_140,38.06,42.78,0,0
 While Wiener has been doing wrong.,non_hate_video_140,42.78,45.92,0,0
" Just about to make a transition plan, when Wiener Stone got a song.",non_hate_video_140,46.8,52.68,0,0
" She was out of lies when she opened her eyes, she's seeing her own demise.",non_hate_video_140,55.46,61.18,0,0
 She was a nasty woman in a mattress Just a head that's her own care ball,non_hate_video_140,66.92,70.08,0,0
 November 9th she'll have a bag mess,non_hate_video_140,70.08,74.16,0,0
 Who's that nasty woman's bound to fall? There's nothing that's not on the table,non_hate_video_140,74.16,106.54,0,0
 For a dirty deal and sewer rats,non_hate_video_140,106.54,110.04,0,0
" We know what happens, the witness is caught",non_hate_video_140,110.04,114.16,0,0
 You can be very sure of that,non_hate_video_140,114.16,117.02,0,0
 Thought everything was going to plan,non_hate_video_140,117.02,121.18,0,0
 Till Donald decided to run,non_hate_video_140,121.18,123.96,0,0
 He ain't no chair but John Grasick And she knew that he had already won,non_hate_video_140,123.96,131.4,0,0
 Well his peepee was pumped in his left hand,non_hate_video_140,131.4,136.82,0,0
 Melania was holding his right,non_hate_video_140,136.82,139.84,0,0
 Said hell you better be scared,non_hate_video_140,139.84,142.22,0,0
 Cause you're gonna be in jail,non_hate_video_140,142.22,143.88,0,0
 And I cannot be forgiven If I wanna go and live it,non_hate_video_140,143.88,147.6,0,0
 With a nasty woman in a mild dress,non_hate_video_140,147.6,150.74,0,0
 Cause the head of the room can't fall,non_hate_video_140,150.74,153.58,0,0
 On November 9th she'll have a bad mess,non_hate_video_140,153.58,157.68,0,0
 Cause that nasty woman's gonna fall,non_hate_video_140,157.68,160.96,0,0
 Gonna fall,non_hate_video_140,160.96,164.32,0,0
 Gonna fall Gonna fall Gonna fall,non_hate_video_140,164.32,168.0,0,0
 Gonna fall,non_hate_video_140,168.0,170.0,0,0
 Gonna fall,non_hate_video_140,170.0,172.0,0,0
 .,non_hate_video_141,0.0,3.32,0,0
" Chris Coon trashes Joe Biden and all of his, quote, free stuff.",non_hate_video_142,0.06,5.12,0,0
" I'm Josh Bernstein, filling in for Gary Franchi and the Next News Network.",non_hate_video_142,5.62,8.52,0,0
" Now, remember, folks, Next News is being heavily censored.",non_hate_video_142,8.94,11.36,0,0
 So please make sure you're still subscribed to the channel.,non_hate_video_142,11.44,13.96,0,0
 Make sure you're still getting your notifications.,non_hate_video_142,14.04,15.38,0,0
" If you're new to the channel, please check out the newsletter in the description below.",non_hate_video_142,15.84,19.1,0,0
" And remember, folks, we've also been taken out of the suggested videos from time to time.",non_hate_video_142,19.56,25.46,0,0
" So please, we're now counting on you to make sure that not only you continue to watch the",non_hate_video_142,25.46,30.24,0,0
" Nexus Network, but that you're sharing it with others so that we can continue to get",non_hate_video_142,30.24,34.42,0,0
 the word out on the true news.,non_hate_video_142,34.42,37.24,0,0
 Now let's get to your story.,non_hate_video_142,37.24,38.76,0,0
" According to Trent Baker from Breitbart Report, Senator Chris Coons, Delaware Democrat, on Friday discussed his support of 2020",non_hate_video_142,38.76,47.2,0,0
" Democratic presidential candidate, former Vice President, crazy Joe Biden, over the likes of",non_hate_video_142,47.2,54.34,0,0
" Senator Elizabeth, high cheekbones, Focahontas, Warren from the Liyawatha tribe, and of course,",non_hate_video_142,54.34,60.62,0,0
" who could forget, Bernie Breadline Sanders. Coons said that on CNBC's Squawk Box that he is backing Joe Biden because he supports economic growth in the United States.",non_hate_video_142,60.68,72.84,0,0
 And Biden will be solving the problems for average Americans and working to bring the country together.,non_hate_video_142,72.84,79.12,0,0
 Wow. What a statement that is. Go ahead and roll this clip.,non_hate_video_142,79.46,82.52,0,0
" I mean, it's kind of it's hyperbole. It's hyperbole, obviously.",non_hate_video_142,83.52,87.64,0,0
" But I mean, any pro private sector, free market, pro capitalist, that the specter of a Warren or Sanders presidency is absolutely horrifying.",non_hate_video_142,87.86,99.26,0,0
" Well, I think it to you. I think Joe Biden would put us back into our place in the we're just talking no i know but",non_hate_video_142,99.5,105.68,0,0
 what about warren or sanders walking would walk into any room with any world leader and say great,non_hate_video_142,105.68,110.6,0,0
 to see you again great he said that he's supposedly on off the record he told some uh private sector,non_hate_video_142,110.6,115.7,0,0
 uh leaders that you know with me you don't have as much to worry about as you would with and then,non_hate_video_142,115.7,121.66,0,0
" he gets hammered for that because the woke left is like, this guy's going to be in bed with, you know, we, we want growth in this country.",non_hate_video_142,121.66,129.04,0,0
" That's what, that's what's produced. The corporations that create the jobs. Yeah.",non_hate_video_142,129.04,133.48,0,0
" You can't worry about, this is a famous Hubert Humphrey quote. You can't worry about the working",non_hate_video_142,133.64,138.46,0,0
 man and not worry about for whom he's going to work. You've got to be attentive to the,non_hate_video_142,138.46,142.02,0,0
" fact that without growth, um, we're fighting over a shrinking",non_hate_video_142,142.02,145.26,0,0
" pie. So at the end of the day, I'm supporting Joe with a whole heart. I'll be in Iowa within",non_hate_video_142,145.26,149.92,0,0
 this weekend. I'm optimistic about how he can actually solve the problems facing our country,non_hate_video_142,149.92,155.12,0,0
" and bring us together. The best way, as we were talking about earlier, the best way for us to",non_hate_video_142,155.12,160.06,0,0
" confront a peer competitor in China is to be America again, to legislate, to solve problems,",non_hate_video_142,160.06,165.56,0,0
" to deal with drug pricing, the opioid crisis. Do you sit alone at lunch? Are you sitting alone",non_hate_video_142,165.66,170.64,0,0
 at lunch now? I've actually got a full lunch table of folks who just don't go on Twitter.,non_hate_video_142,170.64,174.94,0,0
" Okay. I don't know. I think you're, you know, even after this interview, I think you're going",non_hate_video_142,176.54,180.1,0,0
 to get some dirty looks down there. Are you headed there today maybe he said quote we cannot be the party of free stuff that doesn't work well obviously it doesn't work and it's,non_hate_video_142,180.1,192.52,0,0
 interesting to even see a democrat agreeing with that americans realize this and that's why,non_hate_video_142,192.52,198.42,0,0
 everyone is hopefully not going to vote for whoever the Democratic nominee ends up being because there is no such thing,non_hate_video_142,198.42,206.66,0,0
" as free stuff. Everybody pays for it one way or another, whether it's increased taxes,",non_hate_video_142,206.66,213.36,0,0
" whether it's taking from the taxpayers and giving it to the ones that aren't working,",non_hate_video_142,214.02,219.0,0,0
" or more than anything else, your freedom. You're always going to pay for it, folks.",non_hate_video_142,219.26,225.18,0,0
 Those are my thoughts.,non_hate_video_142,225.6,226.3,0,0
 What are yours?,non_hate_video_142,226.36,226.72,0,0
 Put them down in the comments below.,non_hate_video_142,226.78,227.82,0,0
 Give us a like.,non_hate_video_142,228.18,228.64,0,0
 Give us a share.,non_hate_video_142,228.68,229.12,0,0
 Continue to watch the Next News Network.,non_hate_video_142,229.2,230.74,0,0
 I'm Josh Bernstein filling in for Gary Franchi.,non_hate_video_142,231.08,232.8,0,0
" If you want to learn more about me, check out the Josh Bernstein Show on YouTube.",non_hate_video_142,232.82,236.42,0,0
 And we'll see you on the next report.,non_hate_video_142,236.8,238.84,0,0
 Don't go anywhere.,non_hate_video_142,239.94,241.08,0,0
 I want you to imagine if you had received a personal invitation to invest just $50 in Uber when it was a startup.,non_hate_video_142,241.08,247.64,0,0
" Well, on IPO day, you could have made $248,000.",non_hate_video_142,248.14,252.36,0,0
 That same $50 invested in Amazon before it IPO'd could have made you over $7 million.,non_hate_video_142,252.36,259.06,0,0
 Mike Marculla was Apple's first angel investor.,non_hate_video_142,260.14,264.72,0,0
" Mike Marcola was Apple's first angel investor. On IPO day, his windfall was already 220 plus percent.",non_hate_video_142,264.72,270.52,0,0
 220 plus thousand percent.,non_hate_video_142,271.02,272.76,0,0
 But that was only when Apple was worth $1.8 billion.,non_hate_video_142,273.44,276.52,0,0
 Think about how much Marcola's net worth grew as Apple blazed a path to becoming the first $1 trillion company in US history.,non_hate_video_142,276.96,286.28,0,0
" Without him, iPhones, Apple Watches, iPads, and other devices we use in our daily lives",non_hate_video_142,286.28,292.34,0,0
 may have never been invented.,non_hate_video_142,292.34,294.76,0,0
" Look at these surprising returns from these popular startup companies, some earning 583,264%",non_hate_video_142,294.76,302.5,0,0
 return on investment.,non_hate_video_142,302.5,304.6,0,0
 What would you rather be? the angel investor or IPO investor?,non_hate_video_142,304.6,308.72,0,0
" Now, the choice is clear as day.",non_hate_video_142,309.26,310.92,0,0
 How would you feel if you could get in on the ground floor of the hottest startups this year that everybody is fighting over?,non_hate_video_142,311.58,319.12,0,0
 Hmm?,non_hate_video_142,319.12,319.72,0,0
" Fortunately, Shark Tank's Robert Herjavec and his team of ultra-successful angel investors are here to help deliver angel deals with 1,000 times upside delivered to you on a silver platter.",non_hate_video_142,326.16,334.0,0,0
 So do this. Watch the free video at GetAngelRich.com or click the link in the description below,non_hate_video_142,334.3,340.36,0,0
 to see how you can participate in these lucrative deals before they hit the mainstream markets. That's getangelrich.com. Tap the link below. We'll see you at the next report. For the,non_hate_video_142,340.36,350.56,0,0
" Next News Network, I'm Gary Franchi. Thank you for watching that report. If you want more,",non_hate_video_142,350.56,355.2,0,0
 subscribe to the channel by clicking on the Next News Network logo right here. You can also watch,non_hate_video_142,355.28,359.46,0,0
" our latest news reports by clicking here, or you can get the latest breaking news by clicking here,",non_hate_video_142,359.46,364.56,0,0
" or the most viral news on the channel, the news that Hillary and Obama hate, right here.",non_hate_video_142,364.56,368.94,0,0
 .,non_hate_video_143,29.9,7.0,0,0
 Oh,non_hate_video_144,29.92,2.0,0,0
" My niggas right oh Hey, I need some.",non_hate_video_144,18.94,43.36,0,0
" ¡Ay, ay, ay! ¿Tú y Felipe? ¿Tú y Felipe? ¿Tú y Felipe? ¿Tú y Felipe?",non_hate_video_145,29.96,25.76,0,0
 ¿Tú y Felipe?,non_hate_video_145,25.76,26.76,0,0
 ¿Tú y Felipe?,non_hate_video_145,26.76,27.76,0,0
 ¿Tú y Felipe?,non_hate_video_145,27.76,28.76,0,0
 ¿Tú y Felipe?,non_hate_video_145,28.76,30.76,0,0
 ¿Hasta luego?,non_hate_video_145,30.76,31.76,0,0
 ¿No has caído?,non_hate_video_145,31.76,32.76,0,0
 ¿No has caído?,non_hate_video_145,32.76,33.76,0,0
 ¿No has caído?,non_hate_video_145,33.76,34.76,0,0
 ¿Qué es?,non_hate_video_145,34.76,35.76,0,0
 ¿Qué es?,non_hate_video_145,35.76,36.76,0,0
" Este es un video, Lu...",non_hate_video_145,36.76,38.76,0,0
 ¿Te quiero levantar el bando con el coche?,non_hate_video_145,38.76,42.84,0,0
" Let's not, let's not, no, let's not start flaking, all in all, love is free, yeah, so give it to me.",non_hate_video_146,0.0,9.28,0,0
" We don't, we don't know where we're going.",non_hate_video_146,9.28,13.6,0,0
" Gimme, gimme, gimme, gimme one more time, woo, show your mind.",non_hate_video_146,14.1,18.38,0,0
" We don't, we don't know where it's going.",non_hate_video_146,18.84,22.68,0,0
 You're in tonight,non_hate_video_146,24.64,26.54,0,0
 And I'll wait for you,non_hate_video_146,26.54,30.26,0,0
 All the nights,non_hate_video_146,30.26,33.42,0,0
 You're in today,non_hate_video_146,33.42,35.56,0,0
 And I still am through This world did not turn into something,non_hate_video_146,35.56,56.24,0,0
" Inside the reflection, hurt, and love between",non_hate_video_146,56.24,59.46,0,0
 The unaffected life returned to the fight,non_hate_video_146,59.46,62.88,0,0
 But found they had a force between.,non_hate_video_146,62.88,65.72,0,0
" Lillian said, I cannot or will not cut my conscience.",non_hate_video_146,67.04,70.28,0,0
 This is fashion.,non_hate_video_146,70.84,72.28,0,0
" We'll, we'll, we'll. so Wszelkie prawa zastrzeżone.バター Wrocław We'll be right back. So give it to me. We don't, we don't know where we're going.",non_hate_video_146,74.1,185.84,0,0
" Give it, give it, give it, give it one more time.",non_hate_video_146,186.36,188.56,0,0
 Woo!,non_hate_video_146,189.06,189.5,0,0
 So smile.,non_hate_video_146,189.84,190.68,0,0
" We don't, we don't know where it's going.",non_hate_video_146,191.28,195.0,0,0
 All the days will be tonight.,non_hate_video_146,195.0,199.12,0,0
 And I'll wait for you.,non_hate_video_146,199.94,202.5,0,0
 All the nights and days,non_hate_video_146,203.88,207.78,0,0
 And I still am true,non_hate_video_146,207.78,211.54,0,0
 This world is nothing turned into something,non_hate_video_146,227.48,228.72,0,0
 inside the reflection,non_hate_video_146,228.72,230.14,0,0
 heard and left between,non_hate_video_146,230.14,231.94,0,0
 The unaffected life,non_hate_video_146,231.94,234.18,0,0
 but turned to the fight,non_hate_video_146,234.18,235.36,0,0
 but found,non_hate_video_146,235.36,236.04,0,0
 they had a pulse between,non_hate_video_146,236.04,238.2,0,0
 Lillian said,non_hate_video_146,238.2,240.52,0,0
 I cannot and will not,non_hate_video_146,240.52,241.72,0,0
 cut my conscience,non_hate_video_146,241.72,242.8,0,0
 to fit this year's fashion,non_hate_video_146,242.8,244.8,0,0
" We don't, we don't know I can't on it. Will not cut my conscience. To fit this year's fashion.",non_hate_video_146,244.8,246.6,0,0
" We don't, we don't know where to go.",non_hate_video_146,249.28,249.8,0,0
 But it's all coming around.,non_hate_video_146,,252.842,0,0
